Drug Name,SMILES,logS,Number of Nodes,Number of Edges,Number of Edge Attributes,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,drugbank_id,Drug Type,chembl
DIISONONYL PHTHALATE,CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,-4.827781379169647,30,30,3,1,418.6180000000004,0,1,16,52.60000000000001,,Non-Drug,CHEMBL1905899
DIISOPROPANOLNITROSAMINE,CC(CN(CC(C)O)N=O)O,-0.8864835903341799,11,10,2,1,162.18899999999996,2,0,5,73.13,,Non-Drug,CHEMBL350868
DIKETOPIPERAZINES,C1C(=O)NCC(=O)N1,-3.1524661670007887,8,8,2,1,114.104,2,1,0,58.2,,Non-Drug,CHEMBL125229
DIKETOPIPERAZINES,C1CN2C(=C1)C(=O)NC(C2=O)CC3=CC=CC=C3,1.091227623323567,18,20,3,1,242.27799999999996,1,3,2,49.410000000000004,,Non-Drug,CHEMBL518299
DIMAPRIT,CN(C)CCCSC(=N)N,-0.0041071563439061265,10,9,2,1,161.274,2,0,4,53.11,,Non-Drug,CHEMBL12344
DIMAPRIT,CN(C)CCCSC(=N)N.Cl.Cl,-0.4436947070083468,12,9,2,0,234.19600000000003,2,0,4,53.11,,Non-Drug,CHEMBL4303185
DIMEMORFAN,CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1.OP(=O)(O)O,-6.180501683429598,24,26,3,1,353.39899999999994,3,4,0,81.0,,Non-Drug,CHEMBL3188434
DIMEMORFAN,CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1,0.34195010530747894,19,22,2,1,255.40499999999992,0,4,0,3.24,,Non-Drug,CHEMBL2106325
DIMETHOATE,CNC(=O)CSP(=S)(OC)OC,-0.46830441001515233,12,11,2,1,229.26299999999998,1,0,5,47.56,,Non-Drug,CHEMBL1569524
DIMETHOATE,COC(=O)CCCC(=O)OC,0.8680255756853104,11,10,2,1,160.169,0,0,4,52.60000000000001,,Non-Drug,CHEMBL1609626
DIMETHOMORPH,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,-2.2562480737375985,27,29,3,1,387.863,0,3,5,48.0,,Non-Drug,CHEMBL3138617
DIMETHOMORPH,COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,-0.06215988404844275,27,29,3,1,387.863,0,3,5,48.0,,Non-Drug,CHEMBL1870371
DIMETHYL FUMARATE,COC(=O)CCC(=O)OC,-3.67246341970167,10,9,2,1,146.142,0,0,3,52.60000000000001,,Non-Drug,CHEMBL556489
DIMETHYL FUMARATE,COC(=O)C=CC(=O)OC,-5.9498047146635535,10,9,2,1,144.12599999999998,0,0,2,52.60000000000001,,Non-Drug,CHEMBL3181998
DIMETHYL FUMARATE,COC(=O)C=CC(=O)OC,-4.603418995423865,10,9,2,1,144.12599999999998,0,0,2,52.60000000000001,,Non-Drug,CHEMBL2107333
DIMETHYL FUMARATE,COC(=O)C=CC(=O)OC,0.06261592546998962,10,9,2,1,144.12599999999998,0,0,2,52.60000000000001,,Non-Drug,CHEMBL2259700
DIMETHYL PHTHALATE,COC(=O)C1=CC=CC=C1C(=O)OC,-2.512618782371015,14,14,3,1,194.18599999999995,0,1,2,52.60000000000001,,Non-Drug,CHEMBL323348
DIMETHYL SULFONE,CS(=O)(=O)C,0.7152355480711048,5,4,2,1,94.135,0,0,0,34.14,,Non-Drug,CHEMBL25028
DIMETHYLNITROSAMINE,CN(C)N=O,1.7642122583785778,5,4,2,1,74.083,0,0,1,32.67,,Non-Drug,CHEMBL117311
DIMETHYLPHENYLPIPERAZINIUM IODIDE,C[N+]1(CCN(CC1)C2=CC=CC=C2)C.[I-],-6.133958300158748,15,15,2,0,318.202,0,2,1,3.24,,Non-Drug,CHEMBL47814
DINICONAZOLE,CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,-6.582837628838284,21,22,3,1,326.22700000000003,1,2,3,50.94,,Non-Drug,CHEMBL551746
DINICONAZOLE,CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,-2.894761611604694,21,22,3,1,326.22700000000003,1,2,3,50.94,,Non-Drug,CHEMBL135386
DINICONAZOLE,CC(C)(C)C(C(=CC1=C(C=C(C=C1)Cl)Cl)N2C=NC=N2)O,-5.499747449690165,21,22,3,1,326.22700000000003,1,2,3,50.94,,Non-Drug,CHEMBL1870418
DINITROBENZENESULFONIC ACID,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)O,1.9253809644454751,16,16,3,1,248.17199999999997,1,1,3,140.64999999999998,,Non-Drug,CHEMBL3303302
DINITROCHLOROBENZENE,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])Cl,-0.9125759972065728,13,13,3,1,202.55299999999997,0,1,2,86.28,,Non-Drug,CHEMBL292687
DINITROFLUOROBENZENE,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F,-3.1173519049411764,13,13,3,1,186.09799999999996,0,1,2,86.28,,Non-Drug,CHEMBL167423
DIOSCIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,-3.4969353586630048,61,69,2,1,869.0550000000006,8,9,7,235.67999999999995,,Non-Drug,CHEMBL507001
DIOSCIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,-4.109062142569687,61,69,2,1,869.0550000000006,8,9,7,235.67999999999995,,Non-Drug,CHEMBL2036082
DIOSCIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)OC9C(C(C(C(O9)C)O)O)O)C)C)C)OC1,-1.0930435137997963,61,69,2,1,869.0550000000006,8,9,7,235.67999999999995,,Non-Drug,CHEMBL4303704
DIOSGENIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,-3.0606650731065947,30,35,2,1,414.6300000000002,1,6,0,38.69,,Non-Drug,CHEMBL1553328
DIOSGENIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,-4.026181179112981,30,35,2,1,414.6300000000002,1,6,0,38.69,,Non-Drug,CHEMBL412437
DIOSGENIN,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1,-6.179149199712083,30,35,2,1,414.6300000000002,1,6,0,38.69,,Non-Drug,CHEMBL400807
DIOSMETIN,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,-3.3751294591783423,22,24,3,1,300.26599999999996,3,3,2,100.13000000000001,,Non-Drug,CHEMBL90568
DIOXINODEHYDROECKOL,C1=C(C=C2C(=C1O)OC3=C(O2)C4=C(C(=C3)O)OC5=CC(=CC(=C5O4)O)O)O,-1.8967807590802437,27,31,2,1,370.26900000000006,5,5,0,153.71,,Non-Drug,CHEMBL559870
DIPHENYLCARBOXYLATE,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,0.15993877353205388,15,16,3,1,198.221,0,2,2,26.3,,Non-Drug,CHEMBL1885870
DIPHENYLENEIODONIUM,C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2,1.347436866312325,13,15,2,2,279.09999999999997,0,3,0,0.0,,Non-Drug,CHEMBL397686
DIPHENYLENEIODONIUM,C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2.[Cl-],-2.7439269015992505,14,15,2,0,314.553,0,3,0,0.0,,Non-Drug,CHEMBL397686
DIPHENYLIODONIUM,C1=CC=C(C=C1)[I+]C2=CC=CC=C2,-0.8007095933001018,13,14,2,2,281.116,0,2,2,0.0,,Non-Drug,CHEMBL481680
DIQUAT,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],-0.0561833372429712,16,16,2,0,344.04999999999995,0,3,0,7.76,,Non-Drug,CHEMBL1599022
DIQUAT,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,-6.379195362051027,14,16,2,2,184.242,0,3,0,7.76,,Non-Drug,CHEMBL1625720
DIQUAT,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.O.[Br-].[Br-],1.4691452993092842,17,16,2,0,362.06499999999994,0,3,0,39.26,,Non-Drug,CHEMBL3186290
"DISODIUM (R,R)-5-(2-((2-(3-CHLOROPHENYL)-2-HYDROXYETHYL)-AMINO)PROPYL)-1,3-BENZODIOXOLE-2,3-DICARBOXYLATE",CC(CC1=CC2=C(C=C1)OC(O2)(C(=O)[O-])C(=O)[O-])NCC(C3=CC(=CC=C3)Cl)O.[Na+].[Na+],-1.7610151229875886,31,31,3,0,465.7970000000001,2,3,8,130.98,,Non-Drug,CHEMBL32590
DITEKIREN,CCC(C)C(C(=O)NCC1=CC=CC=N1)NC(=O)C(CC(C(CC(C)C)NC(=O)C(CC2=CN=CN2)N(C)C(=O)C(CC3=CC=CC=C3)NC(=O)C4CCCN4C(=O)OC(C)(C)C)O)C(C)C,-0.15195699069052626,67,70,3,1,930.2049999999998,6,4,23,228.04999999999998,,Non-Drug,CHEMBL1790497
DIURON,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,-5.429468594272398,14,14,3,1,233.09799999999998,1,1,1,32.34,,Non-Drug,CHEMBL278489
DOPEXAMINE,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O,-5.627192508690219,26,27,2,1,356.51,4,2,13,64.52,,Non-Drug,CHEMBL77622
DOPEXAMINE,C1=CC=C(C=C1)CCNCCCCCCNCCC2=CC(=C(C=C2)O)O.Cl.Cl,-4.676763137543707,28,27,2,0,429.43199999999996,4,2,13,64.52,,Non-Drug,CHEMBL3989581
DOXIFLURIDINE,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,-2.5828243712532855,17,18,3,1,246.194,3,2,1,104.55000000000001,,Non-Drug,CHEMBL6567
DOXIFLURIDINE,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,-1.2556088054900556,17,18,3,1,246.194,3,2,1,104.55000000000001,,Non-Drug,CHEMBL1130
DOXIFLURIDINE,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,-0.28089179806049724,17,18,3,1,246.194,3,2,1,104.55000000000001,,Non-Drug,CHEMBL1318173
DOXIFLURIDINE,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,-0.5303031298184431,17,18,3,1,246.194,3,2,1,104.55000000000001,,Non-Drug,CHEMBL3250643
DOXIFLURIDINE,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,-2.2576428552001566,17,18,3,1,246.194,3,2,1,104.55000000000001,,Non-Drug,CHEMBL3250640
DUANBANHUAIN A,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)N1)CC4=CC=C(C=C4)O)CO)C)CC5=CC=CC=C5)CO,-6.858024510334718,62,66,3,1,862.982,9,5,8,275.90999999999997,,Non-Drug,CHEMBL1923290
DUANBANHUAIN B,CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)NC(C(=O)NCC(=O)N3CCCC3C(=O)N1)CC4=CC=CC=C4)CC(C)C)CC(=O)O)CC5=CNC6=CC=CC=C65,-0.5541821477493656,64,69,3,1,884.004,8,6,8,268.31,,Non-Drug,CHEMBL1923291
DURAPATITE,[OH-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[O-]P(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],-2.3650931205910597,21,12,2,0,502.3069999999999,0,0,0,288.75,,Non-Drug,CHEMBL2218916
EBSELEN,C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2,0.7482938408156343,16,18,3,1,274.181,0,3,1,22.0,,Non-Drug,CHEMBL51085
EDARAVONE,CC1=NN(C(=O)C1)C2=CC=CC=C2,-0.6006703478506852,13,14,3,1,174.203,0,2,1,32.67,,Non-Drug,CHEMBL290916
EDARAVONE,CC1=CC(=O)N(N1)C2=CC=CC=C2,-5.988992345001558,13,14,3,1,174.20300000000003,1,2,1,37.79,,Non-Drug,CHEMBL4303694
EFONIDIPINE,CC1=C(C(C(=C(N1)C)P2(=O)OCC(CO2)(C)C)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,-1.2339294639030784,45,49,3,1,631.6660000000003,1,5,10,120.24000000000001,,Non-Drug,CHEMBL2074922
EGTAZIC ACID,C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,0.05057966027135752,26,25,2,1,380.35000000000014,4,0,17,174.13999999999996,,Non-Drug,CHEMBL240390
EMAMECTIN BENZOATE,CNC(=O)CSP(=S)(OC)OC,-3.047283864550667,12,11,2,1,229.26299999999998,1,0,5,47.56,,Non-Drug,CHEMBL1569524
EMAMECTIN BENZOATE,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C,1.5839798269988972,63,69,2,1,886.133,3,7,9,161.86,,Non-Drug,CHEMBL1907098
EMAMECTIN BENZOATE,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C.C1=CC=C(C=C1)C(=O)O,-1.3260185731504652,72,78,3,1,1008.2560000000001,4,8,10,199.16,,Non-Drug,CHEMBL1883852
EMAMECTIN BENZOATE,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)NC)OC)OC)C)C.C1=CC=C(C=C1)C(=O)O,-2.0905390195306985,72,78,3,1,1008.2560000000001,4,8,10,199.16,,Non-Drug,CHEMBL2289747
EMBELIN,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,1.222761450517977,21,21,2,1,294.39099999999996,2,1,10,74.60000000000001,,Non-Drug,CHEMBL221137
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,0.3270304430916742,37,39,2,0,553.5710000000004,1,5,7,52.19000000000001,,Non-Drug,CHEMBL1354464
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-5.612268170129986,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL192858
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-1.4991142835414717,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL50588
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-5.016967483015298,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL1090755
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl.Cl,-4.077328374898913,37,39,2,0,553.5710000000004,1,5,7,52.19000000000001,,Non-Drug,CHEMBL493439
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl,-4.300488520564571,36,39,2,0,517.1100000000004,1,5,7,52.19000000000001,,Non-Drug,CHEMBL513000
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-5.604560616187128,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL1435868
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-6.4223541628973075,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL1515885
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC,-2.4253333007611904,35,39,2,1,480.6490000000003,1,5,7,52.19000000000001,,Non-Drug,CHEMBL1325269
EMETINE,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl,-3.1432940600114656,36,39,2,0,517.1100000000004,1,5,7,52.19000000000001,,Non-Drug,CHEMBL524242
ENDOSULFAN,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-6.542050834679519,19,21,2,1,406.92899999999986,0,3,0,35.53,,Non-Drug,CHEMBL194399
ENDOSULFAN,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-4.7541521515475855,19,21,2,1,406.92899999999986,0,3,0,35.53,,Non-Drug,CHEMBL3561972
ENILCONAZOLE,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,0.6421481798997135,19,20,3,1,297.18499999999995,0,2,6,27.05,,Non-Drug,CHEMBL356918
ENILCONAZOLE,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,-6.690493629262568,19,20,3,1,297.18499999999995,0,2,6,27.05,,Non-Drug,CHEMBL1359713
"ENKEPHALIN, ALA(2)-MEPHE(4)-GLY(5)-",CC(C(=O)NCC(=O)N(C)C(CC1=CC=CC=C1)C(=O)NCCO)NC(=O)C(CC2=CC=C(C=C2)O)N,-6.040188425747152,37,38,3,1,513.5950000000003,6,2,13,174.09,,Non-Drug,CHEMBL38874
"ENKEPHALIN, D-PENICILLAMINE (2,5)-",CC1(C(C(=O)NCC(=O)NC(C(=O)NC(C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)C(CC3=CC=C(C=C3)O)N)C,-4.424452782253809,44,46,3,1,645.8040000000001,7,3,7,199.95,,Non-Drug,CHEMBL31421
"ENKEPHALIN, D-PENICILLAMINE (2,5)-",CC1(C(C(=O)NCC(=O)NC(C(=O)NC(C(SS1)(C)C)C(=O)O)CC2=CC=CC=C2)NC(=O)C(CC3=CC=C(C=C3)O)N)C,-0.046418183492222376,44,46,3,1,645.8040000000001,7,3,7,199.95,,Non-Drug,CHEMBL254872
ENZACAMENE,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C,-5.810130863160474,19,21,3,1,254.37299999999993,0,3,1,17.07,,Non-Drug,CHEMBL4297074
ENZACAMENE,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C,-3.5760300136461702,19,21,3,1,254.37299999999993,0,3,1,17.07,,Non-Drug,CHEMBL2104261
ENZACAMENE,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)C3(C)C,-2.0073594873215095,18,20,3,1,240.34599999999995,0,3,1,17.07,,Non-Drug,CHEMBL3185564
EPALRESTAT,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,1.648122118186384,21,22,3,1,319.40700000000004,1,2,4,57.61,,Non-Drug,CHEMBL3182641
EPALRESTAT,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,-4.780196438445175,21,22,3,1,319.40700000000004,1,2,4,57.61,,Non-Drug,CHEMBL56337
EPALRESTAT,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,0.47228894740779026,21,22,3,1,319.40700000000004,1,2,4,57.61,,Non-Drug,CHEMBL7537
EPALRESTAT,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=O)S2)CC(=O)O,-2.571751987186672,21,22,3,1,303.33900000000006,1,2,4,74.68,,Non-Drug,CHEMBL3976215
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1.6929872036192872,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL126142
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.534402475036833,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL36327
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1.9816838299513364,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL328085
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-1.4628399060129453,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL483083
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-4.453751232312166,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL129451
EPICATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-5.924548234459366,32,35,3,1,442.3760000000002,7,4,3,177.14,,Non-Drug,CHEMBL78573
EPIGALLOCATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-6.35005547132951,33,36,3,1,458.37500000000017,8,4,3,197.36999999999998,,Non-Drug,CHEMBL311663
EPIGALLOCATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,-4.564528359279969,33,36,3,1,458.37500000000017,8,4,3,197.36999999999998,,Non-Drug,CHEMBL297453
EPIGALLOCATECHIN GALLATE,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,0.9002076346126762,33,36,3,1,458.37500000000017,8,4,3,197.36999999999998,,Non-Drug,CHEMBL338988
EPOSTANE,CC12CCC3C(C1CCC2(C)O)CCC45C3(CC(=C(C4(O5)C)O)C#N)C,-6.981957363940426,26,30,3,1,357.4940000000001,2,5,0,76.78,,Non-Drug,CHEMBL2106218
EPTIFIBATIDE,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,-1.0214410271767909,57,60,3,1,831.9789999999996,10,4,10,326.38999999999993,,Non-Drug,CHEMBL4303580
EPTIFIBATIDE,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N,-6.087880608410592,57,60,3,1,831.9789999999996,10,4,10,326.38999999999993,,Non-Drug,CHEMBL1174
"ERGOSTA-4,6,8(14),22-TETRAEN-3-ONE",CC(C)C(C)C=CC(C)C1CCC2=C3C=CC4=CC(=O)CCC4(C3CCC12C)C,-6.527904094008714,29,32,2,1,392.62700000000024,0,4,4,17.07,,Non-Drug,CHEMBL3588948
ERIANIN,COC1=C(C=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC)O,-3.133381898843439,23,24,2,1,318.369,1,2,7,57.150000000000006,,Non-Drug,CHEMBL10557
ERIODICTYOL,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,1.0705521493805676,21,23,3,1,288.255,4,3,1,107.22000000000001,,Non-Drug,CHEMBL307893
ERIODICTYOL,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,-2.2435731919529855,21,23,3,1,288.255,4,3,1,107.22000000000001,,Non-Drug,CHEMBL1975989
ERIODICTYOL,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O,-5.23016799628118,21,23,3,1,288.255,4,3,1,107.22000000000001,,Non-Drug,CHEMBL8996
"ERUCYLPHOSPHO-N,N,N-TRIMETHYLPROPYLAMMONIUM",CCCCCCCCC=CCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,-6.213841766463421,33,32,2,1,489.7220000000003,0,0,25,58.59,,Non-Drug,CHEMBL229567
ESCULETIN,C1=CC(=O)OC2=CC(=C(C=C21)O)O,-1.6566760985484033,13,14,3,1,178.143,2,2,0,70.67,,Non-Drug,CHEMBL244743
ESTRAGOLE,COC1=CC=C(C=C1)CC=C,-6.915028600382312,11,11,3,1,148.20499999999998,0,1,3,9.23,,Non-Drug,CHEMBL470671
ETH 615,C1=CC=C2C(=C1)C=CC(=N2)COC3=CC=C(C=C3)N(CC4=CC=C(C=C4)C(=O)O)CC5=CC(=CC=C5)F,1.48487129263086,37,41,3,1,492.55000000000024,1,5,9,62.66,,Non-Drug,CHEMBL310584
ETHIONINE,CCSCCC(C(=O)O)N,-3.341737022955009,10,9,2,1,163.242,2,0,5,63.31999999999999,,Non-Drug,CHEMBL1998607
ETHIONINE,CCSCCC(C(=O)O)N,-4.6456335047319275,10,9,2,1,163.242,2,0,5,63.31999999999999,,Non-Drug,CHEMBL203187
ETHYL 2-METHYL-3-OXOBUTANOATE,CCOC(=O)C(C)C(=O)C,1.059359709442763,10,9,2,1,144.17,0,0,3,43.370000000000005,,Non-Drug,CHEMBL31596
ETHYL 6-(N-(2-CHLORO-4-FLUOROPHENYL)SULFAMOYL)CYCLOHEX-1-ENE-1-CARBOXYLATE,CCOC(=O)C1=CCCCC1S(=O)(=O)NC2=C(C=C(C=C2)F)Cl,-6.21447410007835,23,24,3,1,361.822,1,2,5,72.47,,Non-Drug,CHEMBL225157
ETHYL METHANESULFONATE,CCOS(=O)(=O)C,-2.8315171096949197,7,6,2,1,124.16099999999999,0,0,2,43.370000000000005,,Non-Drug,CHEMBL338686
ETHYL N-ALLYL-N-(2-METHYL-3-(4-(4-AMIDINOPHENOXYCARBONYL)PHENYL)PROPENOYL)AMINOACETATE METHANESULFONATE,CCOC(=O)CN(CC=C)C(=O)C(=CC1=CC=C(C=C1)C(=O)OC2=CC=C(C=C2)C(=N)N)C.CS(=O)(=O)O,-4.068550190218268,38,38,3,1,545.6140000000003,3,2,10,177.14999999999998,,Non-Drug,CHEMBL85136
ETHYLENE CHLOROHYDRIN,C(CCl)O,-5.659036757863829,4,3,1,1,80.514,1,0,1,20.23,,Non-Drug,CHEMBL191244
